"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT229",2105294.05989583,0,0,0,0,0,0,1153.34383065077
"FT230",36290520.2752177,200042.457654532,238598.180719504,198007.268556908,212729.919761128,203658.331522655,245006.718450337,329186.721512811
"FT231",2300963.64955357,9815.71061999976,65585.4319158192,2020.70542934862,0,24292.754925195,66885.3983641716,75047.766909687
"FT232",2524157.66438876,0,0,0,1212.61719456752,0,1316.91002705748,0
"FT233",10705765.2887842,24223.0948183112,49890.3048986865,0,10621.3724564316,17635.5907485832,60020.4052558661,60160.442199963
"FT234",5625014.31308589,37999.9070553031,383419.677764299,210252.150768167,108133.372125579,173955.382516812,185548.695879139,336799.682009411
"FT235",1491262.01472075,1468522.81232827,2193861.1970981,3782919.92285159,2213429.96575736,5611822.59840152,1853982.14715566,6243940.92020089
"FT236",5063991.94006249,0,0,0,0,0,0,0
"FT237",1905871.16521875,0,0,0,0,0,0,0
"FT238",5465903.6890095,593692.899499975,43648.4116217018,28600.3375196852,6652.53148775396,228474.423765927,77170.2897653663,61791.6218855251
"FT239",6627152.40754032,19066.4277600235,73696.1392728766,105798.259883842,31625.5100269945,65040.3111233865,41005.9915753784,107581.234514373
"FT240",1339572.13659668,71305.5262632986,46764.84311897,95583.4526497481,133963.25510359,185333.526771444,81325.2458989546,77342.6676130411
"FT241",33913646.0542338,0,0,0,0,0,0,0
"FT242",5003404.25426896,348422.892308285,1443697.25074013,732167.685698498,395675.342062216,1147665.33237847,516974.649543841,819840.534573523
"FT243",2516423.90850975,5115.25123615668,23977.6825609191,34366.4776485188,7658.561235108,20890.5628693075,13739.5155103011,38276.1507534025
"FT244",14565274.1933357,0,0,1242.13154681435,0,0,0,0
"FT245",2119711.70326559,235486.063960877,165571.155420779,125137.303514469,55468.7847893992,286710.837224277,28975.4193753088,47980.2090380274
"FT246",15108941.229875,0,0,0,0,0,0,0
"FT247",2900222.55597847,0,1270.79766292105,0,1197.61767058105,0,0,0
"FT248",5631274.01881662,0,0,0,0,0,2244.2899146792,0
"FT249",21895872.0475001,9719.40030159733,659356.32309667,716210.900283714,577506.573040257,1395389.08913977,1352272.7740594,2161005.98535812
"FT250",1500010.88895313,12128.3392694621,5975.49426833259,0,2932.17306422263,33722.9078622301,25087.1971308584,0
"FT251",2289298.0755727,77169.9959333028,209647.636057013,131774.80170022,77171.0418976722,155235.002239671,87578.8730170539,145671.941612349
"FT252",7413211.3748527,0,5369.90721545944,1210.6490942615,14544.2182158744,5616.23139050074,6204.5480084457,13279.8277921849
"FT253",2109931.4888672,0,3442.33035053931,0,851.100364547206,2952.58856073736,0,0
"FT254",4771167.8084766,2069.80752328801,30462.0959726305,0,0,2446.28397280203,0,2746.7900596694
"FT255",222587.666078036,1152340.4774719,1162271.55976808,936490.752793249,446586.693833491,169009.279500791,420994.667398968,319972.439177188
"FT256",1460680.78808592,0,5342.08501040394,0,0,0,0,0
"FT257",6304681.59847496,7709.77930027169,373686.27413352,127483.903843409,56123.1403074045,105110.482538213,90618.0358440891,187447.54589419
"FT258",12753639.2930675,635520.569340016,614748.061953114,625574.423697109,114259.286868174,581610.945497664,64270.4130118155,20156.6919622817
"FT259",1182666.19900925,0,4143.27044979301,2107.74318668829,2647.29833048959,5156.17934373889,2301.67784363886,2662.46455134628
"FT260",2130963.25947419,133720.556796859,117436.045763277,174360.403536595,22931.5082333695,114829.231442319,5920.00029983633,0
"FT261",3161453.130632,23386.5627556405,35915.0171881293,122617.365574896,49218.5685681084,41353.0939262395,47688.6554278907,28127.793515617
"FT262",11261601.4048047,926176.416626557,2608412.15821068,1480256.21770243,1379979.78483694,1838217.46179037,1023948.90875348,2255155.26809434
"FT263",3982719.92043945,287730.158132586,954097.080227862,636976.18483104,427444.526104553,646303.851306201,340806.114584596,666903.932717147
"FT264",3683584.9303277,38825.5274792773,372302.0293163,200920.416217059,103203.191800021,182921.14206941,179829.555672268,288607.916833201
"FT265",42135431.6381835,3677800.63575722,8818030.52876201,5686800.04545073,4338407.81720554,6932053.92516223,4559948.21373052,7446925.80095678
"FT266",1668460.27156782,0,41192.8522124059,4216.52467223314,0,4650.46033507679,10505.5198447432,19307.2636008388
"FT267",15510840.6431094,1345286.66963551,3102248.47545673,1934408.47541016,1435403.84041137,2504664.81995492,1518726.58195188,2737935.24761929
"FT268",3004138.94756832,6894.49490272191,95629.6371886624,43985.1878878453,19547.3222234693,45300.3979270894,16295.6244952394,70783.2608678451
"FT269",778977.086710084,3340310.29417411,107329.324355208,92514.0432385637,137824.93664563,211947.023040142,172382.350074157,158840.201583299
"FT270",3970699.40549976,0,1783.44315793933,0,0,806.55588986106,0,0
"FT271",601780.214356311,702199.049640036,2182887.55471356,1987203.1205332,2072139.547625,2043548.16611413,2483400.67813564,2356327.49287468
"FT272",19339393.9738296,21269.25193436,1442729.04698022,909937.109967229,2174988.7484131,3977568.58462091,4007602.11427212,4093272.22948808
"FT273",12642194.467461,0,1318.75984306155,0,0,3695.05571327961,0,0
"FT274",6994045.80514553,0,488309.217038448,318637.898547904,834649.264777973,1493527.28704738,1195349.1922539,1507743.34755189
"FT275",10327962.661074,10602.4212832797,96613.0321631291,25226.0294000741,0,17549.5151544212,273387.991712539,52178.3451731422
"FT276",5385974.74325197,0,1068.10133538248,0,0,0,0,0
"FT277",404353.477186036,6948117.26042725,3393808.63359886,3179415.33531232,5030285.58545539,3669088.16668748,3714483.65550491,3097608.41388883
"FT278",1595012.65599512,0,33180.6809063362,0,0,0,94562.1874420007,169706.68922033
"FT279",1830843.36709753,1124059.85770583,400359.687582428,519338.409998333,425028.875735913,52624.0064079243,641501.060718563,504245.343962825
"FT280",2625101.19734378,27041.3270690438,132019.858490587,105247.404633828,36150.0767164477,105139.113240896,50633.8673469698,75537.0833539133
"FT281",2646137.23576172,0,564620.975068337,276431.541085225,291885.269917423,647641.241854755,641396.238125312,580579.65406699
"FT282",1645313.86906252,3448.45965317397,18868.4163080787,11007.3646079864,6843.83030891359,17174.2961218694,11937.3601560636,17058.7464579303
"FT283",3897389.66953646,31078.0331560341,194585.327120477,63882.7165377989,45404.3047727711,74001.8223009175,215209.906285437,185416.976111743
"FT284",1617062.55827224,146690.175653932,6489.64331846944,17508.496719804,19337.3033857552,25334.6087721029,23888.9696861252,45167.6948290415
"FT285",5151724.57542551,0,0,0,0,0,6724.45490623227,8036.21518802843
"FT286",1415567.050625,44481.2837114841,97235.7621105658,23946.9228057206,0,35931.7902593491,167464.002246397,120154.075054151
"FT287",2271711.54974602,0,0,0,0,0,0,0
"FT288",3283582.79485576,47294.2833529628,32449.2407340507,19822.8515100542,4991.53244688381,63943.3774018729,28502.9521344542,12928.9251309919
"FT289",10377631.7722344,16628.2664536461,343342.024314874,88736.7887488095,4676.11120372697,79362.1736134565,312421.638923302,367256.002124608
"FT290",34028335.8772153,10940.81152071,2035461.18566665,54832.3801226233,4338.61795056953,24601.1640920831,152761.391009356,1884720.88583276
"FT291",8393068.77312505,0,3451.66246322009,4269.24931766577,0,3169.74622979497,0,0
"FT292",13165599.5699012,0,54617.3092108893,4846.36343821934,0,7572.18897603271,54660.3497717488,87996.2421966641
"FT293",3386755.06895835,0,0,2647.25401320491,0,0,0,0
"FT294",1962382.64897463,0,0,0,0,0,0,0
"FT295",15836325.8223805,483410.204466478,2916252.34260196,692494.159098318,170784.994873865,810097.736419569,1608970.37058788,2200567.18686467
"FT296",5884133.44973575,189652.724719023,1079935.77645213,251365.796297972,71646.6182995274,294859.911476451,588465.030875466,683504.588993793
"FT297",20335327.4265265,252663.257988908,2164703.14625648,456795.322738296,143446.09607559,599575.696105291,1022862.88918491,1011475.58746318
"FT298",8097819.02994872,114576.386062511,876264.981297961,190534.508564905,45937.7940276491,220197.632281305,383690.621008993,393126.420893507
"FT299",6414367.13354402,147739.268954804,219759.633731827,127054.2233636,62994.0684988912,103047.129417549,85293.4609042,116416.703935692
"FT300",4384553.89978363,913890.89027221,1387253.79576717,496367.976809977,430304.362605186,512460.531276958,485745.654792422,395730.067858463
"FT301",2857605.98207182,1941073.14078138,1392622.30506639,1605373.62678993,1736469.22683823,1502244.68183048,2864943.6439723,2229527.5642862
"FT302",6275151.77107067,286617.563635035,320100.553757377,223788.84907053,50574.5677329058,149019.645029151,132792.628345968,135332.501943889
"FT303",1180394.2506473,6991.68041931542,108832.295946937,21748.8725400917,25583.0039477162,30293.3969709989,53284.8197207631,76880.9421399321
"FT304",2002011.30180176,58073.3766841054,122672.826570378,65756.6045796335,46861.0576926839,44576.6121786526,150024.616807893,111319.058079459
"FT305",13165.9501072006,5062451.7294409,134276.388723438,158922.992358293,102078.113172892,318584.807252413,505019.990114367,672188.035440139
"FT306",79678.7776229454,3258670.75731738,656337.842451952,607148.200077102,1231937.52765068,404129.135816082,596224.476499711,590162.147076534
"FT307",1681277.37647727,0,0,0,0,0,0,0
"FT308",12628942.957379,5634.98556461044,228199.277503253,48900.5266318658,9627.93822726481,61131.6769649276,156748.679208016,162587.021356789
"FT309",1521771.20614845,0,0,0,0,0,0,0
"FT310",1861638.17154685,324943.347152739,36777.9599073804,66723.6069602294,55223.44016571,82235.3492449353,35542.9968678814,36273.4742544505
"FT311",3983937.57764565,0,0,0,0,0,0,0
"FT312",1703594.66437225,0,0,0,2029.56612006947,1895.76824062704,0,0
"FT313",154766.184460869,57690.2013969767,1073190.39483127,1544023.30464077,1151184.06946875,7793206.21960179,1308302.25213616,2610188.04326451
"FT314",431448.981335276,2853303.10540596,1011656.65432495,3141537.04321362,3343275.189488,3154132.71681035,3712462.40348288,5301807.74050051
"FT315",11506925.3933293,41877.6084899283,521231.533233919,48972.0846745287,7279.28721631049,84593.4852515164,337246.292451644,594657.167809527
"FT316",1496547.88832812,24373.9720143126,194708.383964843,109327.08196289,54702.7535385129,93386.0123876948,110996.257827148,156196.909521483
"FT317",1285728.30105471,0,0,0,0,0,18107.3896123332,0
"FT318",4208605.05288462,3865.11219551439,166763.509245087,5247.45502648156,6078.55086929242,0,119738.571902611,186292.423004678
"FT319",581061.046520962,7723159.74106104,279797.784560736,370098.124642158,419011.674049764,372066.90782764,361396.222905555,361915.435565429
"FT320",804972.728473446,1179761.17211241,5339863.96496094,7504088.50937813,10453356.8305292,5294005.43177679,9815084.55326953,12140317.1749746
"FT321",6418557.48812508,31296.074380135,371020.428576831,78713.1051481774,24374.6199305958,119716.191488238,235206.642328508,281354.372466134
"FT322",193107.864339718,17342711.9364258,4605730.78776856,4059929.01945531,5768787.8210625,4460980.67607502,2347534.486,2745183.74807942
"FT323",148659.619261024,1330737.65252604,1203517.5012541,917190.37334403,1126442.04388118,919913.481814919,717276.313968727,794756.50904634
"FT324",4907000.22414809,53019.949548619,136825.391308855,110970.094102155,101185.259166962,121525.563524501,137973.176137841,152035.023253491
"FT325",7684887.68763553,155057.417566526,1142667.00630929,303196.246868256,107446.600247406,410801.218193949,504310.706510793,598635.187445444
"FT326",7999.65184665902,5836671.92624997,1739980.18263128,1410318.0180412,1970609.12932812,1594399.18466264,884837.571101405,1075464.37351772
"FT327",16865400.1553929,1382037.607787,3916868.94844792,3596606.81402644,2952621.18166071,3930697.67907254,4408331.25622768,4640748.51494876
"FT328",333167.765625249,1492189.19060113,2810330.94879509,4597051.43593935,6255914.30219726,3760018.13603517,5475547.88299668,6082449.89265626
"FT329",4166605.73941484,49871.3141569046,54343.1545794364,44432.7295354997,96039.4659847319,60113.1746216494,92023.1759417182,144470.978331079
"FT330",4054660.63753305,319195.863490517,931496.514450463,865885.177336538,737690.779323665,619077.251411818,847042.590139424,1025802.9065122
"FT331",2486886.59373466,1263068.9464209,0,6718.534284481,16768.8514684041,3060194.48470879,33085.8271156028,10035.2655391521
"FT332",4765587.71535757,380048.98898398,1105444.58692968,1095533.95731157,908216.022205879,742397.11401583,1311733.17551654,1311643.65226054
"FT333",1762240.0908491,384366.726743724,202789.005644583,532913.775774911,342921.572411241,327216.471530893,411245.815995107,500347.956068645
"FT334",6672240.18172849,0,23381.6603081028,3376.44597611766,30257.2103560305,3715.53463955311,4049.63195991777,20590.30625987
"FT335",31208325.1162836,14295275.8520812,78784.3369627679,211509.997134258,120833.53146,170105.626831575,194647.045683548,218563.785114207
"FT336",4783266.65949585,56769.9716087718,276983.536848526,147993.931384975,158965.105705624,277627.609338212,620997.367151533,614697.703591951
"FT337",10488575.8461496,4727090.99750976,11567.8207334267,48154.6315294718,24567.6014800246,11886.5466366784,59579.3785840301,50500.1701081226
"FT338",16803153.8346635,7403303.71334453,6790728.66470573,7134400.61419475,9600877.85258073,10320174.5367466,13235517.0787099,14597092.0862069
"FT339",4158604.09660457,1691065.89599534,1702264.93636341,1872868.04191382,1962294.442275,2889003.38561389,2869584.48333705,2978154.26675469
"FT340",2301773.14143629,1326.17365925164,64618.2589354914,13938.5341227602,3494.17854958393,13076.6904117377,5549.31292501383,21001.0849139873
"FT341",897456.241824469,1176118.50329457,1242252.08934625,699435.269519947,240720.595852351,438189.343390846,331465.304147831,234782.188941116
"FT342",2896470.6530409,0,6638.81216930947,0,2727.33992564966,11655.174629418,7680.61936306057,28509.528648753
"FT343",3805858.41247559,122924.557377343,165343.601569638,194271.653101083,187456.79540203,125431.022281974,270509.580468447,163120.36618976
"FT344",2307020.25337843,0,0,0,0,0,0,0
"FT345",544889.740846211,12061954.1610208,6621538.51327708,5454586.9193796,6602209.84387501,6286599.30217187,6329005.90233456,7763658.80845686
"FT346",151682.094691484,2870111.86210547,1459203.77712585,1020929.08133206,1229242.85713492,1275342.52695809,1128915.90937267,1304226.56067612
"FT347",184282.648134218,3857224.5421289,2287990.30838073,1927131.67242755,1987701.9301875,1904825.01723699,2287648.5992143,2178507.57762
"FT348",3310443.74481027,9599.54600792829,28768.6965767487,39031.9695204636,38766.2620249544,41236.2934716488,11105.9175772795,66205.09961619
"FT349",6094540.86354766,243159.085591995,1068520.24676382,488531.711686271,252581.342558881,777688.384418603,298884.200205502,430779.286166527
"FT350",2276894.79057131,12528.6677497885,74644.8382353772,33491.6541075223,13723.5487647827,27297.3729045665,23162.3011153983,56237.8117019644
"FT351",2449216.18867188,162279.671419061,90012.9978817126,79334.6368897069,88938.5735807751,68652.8113637784,97691.5661676413,38780.0155388237
"FT352",4374911.1876256,42926.1243519206,203536.469205615,88615.1255521247,30868.3788894623,41574.939924326,46178.543172741,114102.981638577
"FT353",1978630.21205958,21288.7383915016,98868.8501630791,34976.4246720745,3302.31902819302,36859.5033448913,17226.3203969339,47682.7871194619
"FT354",6901514.75242592,887409.497671523,679611.705722798,569172.153427084,405228.122579704,465875.407799024,316074.063275534,325508.061968941
"FT355",150792.819815561,3775791.24627792,1471980.66791768,1238310.50014946,1331293.1108099,1252765.68493891,987932.434326364,1219819.78463983
"FT356",1985200.87226943,300243.756564615,251883.42971164,231921.787691413,135954.291808794,122978.658318541,93116.1604832095,77082.4831246576
"FT357",294010.485568763,388268.10322396,287624.32155413,657578.035977445,5382528.5133301,1739270.29170671,4726969.29008965,2319339.71032324
"FT358",2991166.49784622,0,40259.1028941641,8495.45445799543,0,10286.7369582621,5378.85450579802,17315.2569723262
"FT359",103418.090451479,95459.4237357089,963213.937220621,1409646.04267377,957380.976140624,801021.768959009,1083376.42061548,1861639.41524279
"FT360",435214.78663725,4628494.8224974,2406464.27013433,2093356.20617438,2036641.70894532,1401648.69776661,2103263.24923417,1967245.5059152
"FT361",12893.3720787154,145067.853805017,1163264.41036386,1354346.38769502,1990944.98736728,1133401.70187093,6376660.77624442,6283028.05028655
"FT362",25405154.1891424,1047177.53402664,2763990.69258072,1722258.55833109,1461695.99770754,1984823.74070469,1302145.89294635,2133529.60335093
"FT363",1056592.74433259,55537.2049816062,45392.1473314225,58359.2042389142,11503.5653374932,35794.9746903365,62837.271872033,69310.5233627019
"FT364",6027373.99075121,1407332.89028417,4508988.76229555,2089117.49838773,1802765.3388965,2679076.03681249,1145703.76177864,1884770.95606679
"FT365",4402008.10195314,207395.6817649,2963204.87179689,3869594.77964155,13890283.8410683,18023071.8136568,1835901.89835937,2100679.76779837
"FT366",1550376.63896485,55226.8070126054,1109867.72842217,860775.583171349,4768717.71230021,6302417.88237076,587023.834498516,674289.090751403
"FT367",10468123.4206275,1363744.33115551,1323764.16103442,1371855.43433888,1066407.66009003,3511028.09657226,172220.857700266,158149.181383569
"FT368",6119207.78889266,42861975.1975833,258322.1069249,261213.254551152,436047.513170612,378546.428403478,494970.530657661,440677.193337139
"FT369",3777032.23138917,323898.47083883,436308.031728763,351848.970725989,158712.576633064,580667.363410898,44809.0654614843,47337.9026788079
"FT370",1781293.12906449,14627468.5335403,31316.2213158078,63570.4995222869,87721.6094545987,107911.832367225,89186.9201325295,110964.238359853
"FT371",146181.027767536,1827411.74504785,17710.3056147647,23669.2485441311,33613.3418325538,0,11685.2182112108,5465.3074400095
"FT372",119047.358699262,1998585.6875,1605753.29386559,1096136.83033235,1476413.02970988,1228707.64879104,1044097.71323918,1138291.86378927
"FT373",4365260.8857326,21837.463525329,140971.336665463,44128.3915562913,17674.2173637006,40434.3846090806,23079.4385538329,41302.7790345242
"FT374",31913405.2397701,2471596.8608657,4666076.43431901,4465454.53295433,2839957.67649039,8902349.84944895,6456553.97082059,4646664.61128255
"FT375",8197191.12946917,3409.19965611242,7791.64400186661,0,0,2682.79138888993,0,18886.0176426225
"FT376",1192380.93453768,1420114.65810905,1782999.12149024,1447520.16790234,331895.312920085,3362805.61321289,9355.86725031996,10929.895883871
"FT377",11530444.19488,446575.955642955,661200.277773911,466398.286541437,247669.402408718,583709.560582112,181696.010339643,123947.446261425
"FT378",4353192.91709134,152147.58684381,215463.440164689,202338.131800478,90465.5792640388,243435.100127646,46383.9568032148,36555.2947862227
"FT379",242774.912630006,1308780.38796987,2743194.10470469,2604776.90453375,2629997.05584195,2481964.71240465,4288620.82842,5483070.08500743
"FT380",3460231.00296656,0,6483.42628222652,0,0,0,1216.41227321624,4371.24720401761
"FT381",3782260.44298388,0,0,0,9482.95141366136,0,0,0
"FT382",4972750.42643855,0,73520.2638324995,6148.19348891556,0,30679.7303044217,42675.5288009792,23376.4167945414
"FT383",3152723.90588625,6054.05435155339,5069.3969111376,0,0,7787.19287974797,0,0
"FT384",1301510.90350424,0,6839.46608324662,6881.63187493345,0,0,0,6300.65241367697
"FT385",1671351.03422973,0,5660.44858689155,6313.55562219327,0,0,0,0
"FT386",331653.388878437,89712175.0829166,0,731590.15310528,234779.652642211,54189.4385001122,222329.158211947,86695.042066693
"FT387",2918198.5797443,2612.86274549695,23643.5519026692,7005.42425146481,0,4810.40922253416,5886.51833044431,19218.8747161864
"FT388",12842514.8689425,18529.3783375759,150132.142582585,34810.5759988943,11829.6144167555,51132.4315503819,25433.7630746701,89784.1818850455
"FT389",4607614.60627494,4478.07611121827,25582.9982962418,8096.93977104775,0,10969.7780406541,6581.29319000245,22940.6750517743
"FT390",5655379.32239605,7460.04805250054,70236.7930831581,13212.343633788,2379.55773699731,25339.8224574844,16424.2016567357,39688.8444497156
"FT391",194920753.934063,302788.547617117,2026475.17299107,530386.266436088,206992.819431472,412904.843131269,565877.687636442,1189146.07334825
"FT392",94722790.5023078,139079.311873143,492608.270676668,230229.533567556,84909.032614619,156093.060811132,242207.813612163,495569.258124645
"FT393",23270813.9885938,21768.6614955338,101291.651016235,52467.0722312928,17390.0290377299,34829.0942394511,50480.6097342937,87976.8508718873
"FT394",28104935.557997,35899.456204807,296429.901452008,76078.1342051607,23005.9978190164,33377.7199983664,72566.2157498079,130636.388763302
"FT395",2609951.34571613,973.000244663777,15427.1932611374,916.905722045892,1161.22026833273,0,2355.13242609196,7269.98057633829
"FT396",13291561.1846118,11117.9366737141,129611.220727736,28383.0968278234,7986.69339412913,18002.7477819375,27232.2332850108,53173.0606283883
"FT397",14193022.3742656,82576.9989754711,635191.999872844,193032.497143105,25605.4209467909,191184.493902524,76237.0712225342,151521.980493469
"FT398",16138372.2710529,265157.186327356,1308254.67384185,456716.025117672,84002.9383866807,399909.030769106,190565.09027543,315832.571232729
"FT399",2280820.76730769,77170.636333726,126619.817694929,110747.825800125,0,22753.8392948324,0,0
"FT400",8071692.50486326,133481.675698242,716848.905036619,214907.935941108,43068.3313018001,246061.480910538,96746.9943641726,148450.216483313
"FT401",11113.2789008004,7344375.8645279,0,90809.6730936461,33692.4556910267,0,16347.7298637439,21848.9192770667
"FT402",9340277.3371769,839879.064286859,527695.250122292,507939.795020599,475850.703402845,640664.47830184,601480.915473181,426861.798610044
"FT403",2731946.05220666,1079413.30332687,1430036.23054687,1306783.09290169,2465305.39249312,1646035.89461543,2009959.83443299,2352279.69092812
"FT404",14294869.1418427,1520432.65021487,2657818.37259619,1872775.9598428,1163084.28384498,1716765.92197463,798468.876371637,1192544.08351137
"FT405",652925.788285526,4428829.84927247,64639.9406300926,56752.1110635263,94000.4590699065,55377.7819002902,103007.362139133,78652.9843060479
"FT406",2858936.05603796,43349.2103664254,117011.430572162,88173.6677476684,22778.6167931367,98988.1885923282,30302.996595707,32565.664867364
"FT407",2140996.06892578,7655.87538601493,28187.4482282922,4498.01313683572,0,8432.19655909821,0,6677.70798440103
"FT408",18374638.0337706,63501.6272303419,348854.81778383,87100.4914113703,14133.5968525326,60535.3590605889,51603.5994940863,114033.581342134
"FT409",10209908.2326758,35654.6058137887,213696.22151845,56711.8275020072,9076.66796338852,27313.6086992914,31570.7634989,68013.9348264714
"FT410",1555299.86609375,3159.37212946966,53179.1208251955,14695.9061279297,0,4986.64584960939,7995.37521972659,26779.6927642823
"FT411",3167647.2742508,9310.52475108759,178815.178172662,33654.9955283612,9283.09365748093,37785.0071475222,30893.0695606997,62947.3766664725
"FT412",3253843.65692602,1835099.45392755,11378.2763711406,6032.23994222933,588247.497626144,9552086.84952202,24183.156512085,14332.910967573
"FT413",2529921.49674861,101631.805062083,63662.373223289,199890.806842307,368644.836212215,490878.828734309,240835.567703841,359520.677128293
"FT414",151708825.732344,220974.584871567,1009217.07567824,297439.234526749,91833.2954235216,294520.616662127,292275.385337306,662449.373743576
"FT415",81150099.6401242,114206.494908552,508713.534094874,141629.282608139,44353.1916049303,137074.515689825,144661.031483566,315338.02777163
"FT416",2758775.65609375,1437.74167567662,0,0,0,0,0,3923.15273995535
"FT417",19105226.9468324,25278.2838971989,179798.327199126,32895.8632689267,6307.23828148818,31543.3934784226,33653.5789981898,81411.1574323381
"FT418",121392.398463671,1038155.85403978,1507993.12620087,1566877.09281701,2176630.84013375,1152780.39869732,1597084.49697727,1828884.1155
"FT419",110496.712696733,1128904.69542148,1311333.56058578,1261493.33617083,1865735.04243551,1773358.3393609,1424350.8713141,1990493.96213057
"FT420",5457242.54852708,1504953.93970381,1914800.56851619,1803921.58275859,1358511.78946188,2876596.4278774,2455328.45758316,1745207.80945115
"FT421",1273978.82818403,297589.915561048,346110.892275094,340587.513935688,333707.044454796,559597.545574839,637462.941146545,177349.48827002
"FT422",3704714.69942309,32605.6939502274,273450.058449966,109811.543761968,76866.5780588236,158484.806172994,84436.9958166916,144879.346715821
"FT423",4591141.15221675,36741.1789528115,337282.899678378,118215.93399777,39909.9276289766,95564.6349029008,83623.3313370109,186162.938384981
"FT424",1499614.96642794,6683.39479254504,145591.92574351,40275.6200834985,21117.1794082485,53272.1141055785,30225.3416640304,58917.9888228128
"FT425",2140430.72466551,18050.282633875,146532.279739771,59418.0029206188,18508.6609564582,40344.4910883783,35113.7341533339,84501.4734674721
"FT426",21521367.7466614,525113.365487973,2163435.30019534,1504297.77759745,830093.224011912,1519037.36447447,1008230.92897279,1750667.9112742
"FT427",16128521.8905743,10237.4560901624,33607.3386761612,15049.8189975313,3750.1014681297,15933.883058942,13679.1223395753,31626.7357707208
"FT428",11367459.5173061,279441.685254141,1139908.918992,705723.313306066,429535.367561072,925405.93291882,469596.126702234,784821.725440333
"FT429",3133813.92402915,0,67694.7839233391,15585.0143481444,0,6634.60705749505,13908.9766433714,30392.894577026
"FT430",7369803.78231818,11489.2816867965,19413.3864309013,7442.60803392301,3436.73795467185,16039.9731029645,13437.9834664853,23372.4947580643
"FT431",1338370.05138282,5677.7430207557,0,0,0,0,0,0
"FT432",23776537.2666505,50612.72377121,385089.072149442,98343.553607745,32459.3308367485,76065.1455585941,74479.2729290775,149295.340555665
"FT433",12577479.6792481,17407.4842233059,185875.333585903,46956.4129875839,9540.76924131125,38070.2039040529,34758.4363813478,75786.8162695316
"FT434",2224976.91369891,0,700.210925323476,0,0,0,0,1181.65583091041
"FT435",2608732.81850359,0,0,0,0,0,0,4775.96891439675
"FT436",23125224.4675372,24954.2589590454,38639.3219783421,23692.5444255146,4693.75845098877,17108.6986859291,16746.2180881042,44096.3865515442
"FT437",821281.60198024,941603.767632315,7692449.86689913,11074522.786875,16814152.0594773,8251708.09665212,19126017.146145,20878522.0378307
"FT438",251369.58678634,272943.857766396,1758830.09679688,3342566.09765772,5491759.50937068,2821067.92949506,6076246.93539725,6637061.76708333
"FT439",1189704.22667578,266280.3272137,138962.346328819,140293.633319496,126861.676116101,359779.256390106,171595.989566208,108819.775621364
"FT440",1076046.25443972,293467.543367963,136340.384229833,577607.724250664,1291252.36816406,1939144.05021093,723365.434018129,2870124.15614788
"FT441",19182388.5739292,806993.500364045,3400738.64042831,2783938.28906363,1631580.61415292,3610564.93026888,2294092.38328874,2008919.09601969
"FT442",6095369.15672292,234620.735348113,760276.596013422,663283.886543971,389505.311501493,696111.264978956,574593.037848405,385595.324625975
"FT443",5961187.57219531,218787.972510242,644225.409939147,599304.311453876,373827.925823317,611702.275340564,401203.917978691,360187.311363856
"FT444",23653936.0868083,4396944.75368125,7379056.46421094,6918222.10501005,6136470.21701198,14145014.5257557,9206118.42333181,7321715.90078906
"FT445",7472782.24348698,1439929.02995878,1982322.03000584,1932307.98694798,1627460.78656678,4455568.61672526,2811525.96395723,2153990.36528904
"FT446",10884339.430529,4901.67455224433,2598.76547436993,0,0,6451.57163176499,0,2628.23579916736
"FT447",5162050.16489587,0,1173.5143420605,0,0,0,0,0
"FT448",1233399.13551216,0,0,0,0,0,2056.13545473114,0
"FT449",6409563.49101567,379418.025299244,318367.229981118,144867.61926325,91214.1995944887,157290.202161214,91606.7224676624,176723.943442393
"FT450",1922400.34194012,118407.129830913,108081.785882812,56874.6681006208,39171.414003492,73780.4735138368,35626.456625212,65179.1527645997
"FT451",6482474.79458324,0,0,0,0,0,0,0
"FT452",3076712.11790799,0,0,0,0,0,1864.66937604607,0
"FT453",6184073.55071451,0,0,1506.79258829764,0,0,0,0
"FT454",2932452.27125309,0,0,0,0,0,0,0
"FT455",54755.8715993597,4706964.07895283,3652753.87478655,3418917.71044824,3964324.45774848,3341623.01532136,3555884.20317499,3881624.85362468
"FT456",12014.6453788653,1798770.68671094,1506235.86727195,1250008.64588974,1242860.89808473,297180.095128711,1319557.97886686,1329458.97605933
"FT457",2366683.86065184,0,0,0,0,0,0,1770.10461267706
"FT458",7301789.50219728,0,0,0,0,0,0,0
"FT459",3750131.14021881,0,0,0,0,0,0,0
"FT460",3540582.77074347,0,0,0,0,0,0,0
"FT461",1434182.9488074,0,0,0,0,0,0,0
"FT462",20616381.7661495,1046784.34964061,3022782.06263971,2787929.097992,1575071.93039753,4064915.50806039,2530249.8651758,1980177.50546812
"FT463",5275356.35217552,282132.077461718,573310.761703876,728211.287476734,404793.546896714,741602.29885488,643370.28443362,370169.923007861
"FT464",4744004.54619559,704058.030556269,599425.398887324,654145.504955086,679323.046237951,836010.502614637,865826.604480685,862348.102913657
"FT465",1085416.31435417,101987.798332695,43762.8446198179,57135.0534009615,107375.937963374,105554.029675835,108339.785083011,59486.9347493353
