"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT3882",119305.197453126,0,24292.6450665922,23992.9131368293,35755.835903811,17501.0359607432,17748.5822689988,27442.9952785517
"FT3883",318400.069494629,0,6447.90609531679,2499.91860762407,0,0,0,2333.58751758646
"FT3884",119714.930786131,0,16218.1534807579,0,0,0,0,0
"FT3885",216455.155458985,0,0,3224.91874031017,2013.2242950606,0,0,0
"FT3886",395944.361458333,5486.69862748073,0,13143.3189716359,7682.06364728783,8370.17376937359,0,12937.854784891
"FT3887",0,1634.25599371976,51448.3958986659,116446.101422222,138166.913623049,140928.039123048,119752.414679719,242447.545498046
"FT3888",10641257.751645,20687.9526380224,93032.1212910405,35123.9574213192,10511.5962110051,25241.7022236489,37757.2377528859,82132.3691604412
"FT3889",93164.6899218752,0,13927.6972144128,3323.56028283937,3220.16307838061,8050.17294439121,3596.26202448286,15706.7199885757
"FT3890",433551.168486328,1431.67251318809,3715.20210855195,2198.60062563908,0,2000.58593060181,2018.57981268897,6388.45321896471
"FT3891",5061681.92239833,2059.57560647283,49718.9143436729,16857.0767357819,3650.21992369939,15359.7260668749,13904.8878296936,34017.0305182707
"FT3892",1650762.46458482,31281.638252012,342150.918241202,234703.080011862,127116.003443486,164395.789170406,140289.845165301,118321.231560037
"FT3893",1375583.40372031,270326.960606691,139333.71421479,615027.739861451,1427035.64378004,2184464.38617465,826479.246182339,3053851.77288382
"FT3894",75886.8991035342,51772.9491755769,921197.904550782,1906621.94726761,2646229.23759479,954410.200664067,2213021.77462215,1691326.28869629
"FT3895",163286.840701734,187564.527531576,49734.0843893455,78942.6144952328,61358.1117964148,179932.313861062,95854.0115591152,61886.0417748627
"FT3896",5513749.42794254,0,0,0,0,0,0,0
"FT3897",1562185.8139083,0,10025.9783157159,3366.99789265939,0,0,0,4188.52768513776
"FT3898",105103.480712894,0,0,0,0,0,0,0
"FT3899",197092.568803714,0,131414.202796757,2372.06582661177,1632.60961864081,0,3576.90370775174,3448.04928427963
"FT3900",509642.626832683,146794.769494723,56317.0780791745,200091.756203003,544974.802016601,894248.400780497,294525.199821114,1209495.22446006
"FT3901",376330.7062613,0,52130.5603576149,54323.1219649011,18527.3700805615,6751.45933839426,0,6104.13282218671
"FT3902",2680160.83288331,0,0,0,0,1725.99153698857,0,0
"FT3903",19182388.5739292,784225.630708357,3566940.25741555,2943230.87194503,2159124.07248545,4137788.67051451,2834635.78199742,2576381.22821238
"FT3904",0,836018.524322145,1125496.44721519,587200.214138485,275406.878144972,740692.016983818,891589.085886862,1043561.19453575
"FT3905",251910.749003904,18420.8477691143,23558.7240356036,38411.5586925122,107441.869615374,21522.8811857975,73670.1880916707,68520.8799447205
"FT3906",166193.578833009,0,2485.58791881959,0,1918.09397766564,0,0,2264.25136482068
"FT3907",7299150.3594711,3318.07859893082,887829.426834435,752080.992513764,8034.78462625006,1486309.65138753,0,4316.25735708872
"FT3908",0,230839.048261716,244334.575228914,185917.111000607,150829.822532453,169221.532478431,218309.218912514,309147.36744564
"FT3909",446501.077748103,0,0,0,0,2433.79104721249,0,2080.46776085837
"FT3910",1394017.6054996,9942.52213285593,29427.4736559533,10404.912989107,1029.69086687975,14483.5325203438,2367.49072412956,11995.1286970949
"FT3911",464514.324316293,0,5374.82311380556,0,4433.27963050137,0,8041.26858780346,0
"FT3912",6885389.57520456,85784.3987329414,945746.128468084,404902.468436416,234567.233064848,1006352.25416772,316919.480100625,423922.419932289
"FT3913",149426.022276003,222414.071016033,0,0,0,0,0,0
"FT3914",131759.398977373,178751.246004396,0,0,0,0,0,0
"FT3915",189709.041641139,531678.470992296,0,0,0,0,0,0
"FT3916",2101330.06808857,0,0,0,1838.05541281736,0,0,0
"FT3917",388679.075566102,1315.60738252217,26827.804051696,5074.00662765235,1437.17947788125,4289.98079967211,2329.15683214099,2956.61371846691
"FT3918",1762441.69216134,10823.9754395294,64554.6750224897,37020.3064589943,25428.1039213994,166408.101011827,15184.6475376617,40139.1870083179
"FT3919",144006.054125978,41167.214131198,67294.0417459486,53765.3015266697,34723.5553744258,41304.4716198093,34620.8880904866,32862.196042171
"FT3920",2875288.46326829,4478.16206229126,240157.221583604,71728.095122415,15205.9487103907,57886.4785139338,49405.892365871,70188.9679243724
"FT3921",1157225.33809977,0,6595.19171556373,0,0,0,0,0
"FT3922",950046.104743086,0,0,6357.37696749698,0,0,0,0
"FT3923",8550.13127205348,656080.024924864,105161.489636078,94036.2858867249,117635.612352445,115744.360916759,129062.03473304,134753.595221317
"FT3924",242874.637291663,0,0,0,0,0,3448.09141708125,3636.45242852552
"FT3925",2006252.7326262,4994.31253532055,114216.353064543,8724.47141980358,5755.43375664006,23953.7692700956,4686.26188434818,14130.174206889
"FT3926",195962.193126316,2078.27244395312,19141.7941542472,0,0,0,0,9844.96193780511
"FT3927",4623455.36121335,0,0,0,0,4278.59051191552,0,0
"FT3928",9522.94604166609,362333.10807135,39884.6404987386,57405.2652547226,100417.940208497,99417.6212723194,47392.1377250274,30572.8266945616
"FT3929",2330958.46788854,0,0,0,0,0,0,0
"FT3930",236183.523930176,163311.136068531,182317.854895791,141532.727508379,194521.458417805,214836.592821522,200400.53037069,239879.190204512
"FT3931",1167393.12005335,0,0,0,0,0,0,0
"FT3932",138845.258331299,0,17491.2992969348,0,0,0,2531.41846782212,3623.05065959087
"FT3933",611858.735158693,0,3028.75309148547,0,0,2050.9417078828,2575.55172885413,4041.90423152405
"FT3934",323280.682256943,0,0,0,0,0,0,0
"FT3935",23915931.9368894,4547035.60028209,7379056.46421094,7442553.27666044,6612375.03298807,14145014.5257557,9332550.11722748,7599581.10518115
"FT3936",0,0,0,14209.618829562,2286285.67108128,540287.413957867,1392040.02772217,7494.37001959059
"FT3937",11277.3870432783,369374.263706754,146928.082682394,78804.3940680988,137757.670130176,109790.663744132,50919.9357549972,30011.6483848633
"FT3938",793368.819748226,0,6974.04833176089,0,0,0,0,3224.61861711482
"FT3939",8021849.17205833,1380657.07438602,2272761.51027832,2250083.606554,2062319.17160773,4544118.31217734,2921527.48521335,2313760.89087268
"FT3940",376036.528205567,0,0,0,0,122769.163668824,2342.72923689862,0
"FT3941",439043.493611286,0,2086.0848534947,0,1636.02705645137,0,0,0
"FT3942",168979.271152345,2444714.42872071,1594211.52299805,1250385.57784696,2051077.80274711,1209753.66972324,1134207.03324044,1302207.46847334
"FT3943",1664575.47098521,142622.781369028,263811.849796176,189805.616886985,354743.573512408,724957.800381836,259121.541252943,243647.653276077
"FT3944",1116848.36496694,0,106091.083502197,17645.4167584676,0,1073318.56342764,22686.9520515136,47496.1266610413
"FT3945",182316.77178502,211574.986650393,165623.860529296,255839.171996832,276620.236304998,258835.530190891,247243.673458112,352900.640100602
"FT3946",474788.122621995,0,0,0,0,0,0,0
"FT3947",263333.996630859,0,0,0,0,287781.523480336,0,0
"FT3948",0,1508176.16854042,674868.054667851,622219.44488889,890584.011742155,557379.814397955,556754.779188763,630569.203804309
"FT3949",10958219.992428,16967.4623883346,96477.7688252516,17412.5819173439,3763.67508107468,30402.0171116776,20245.2485409174,46386.6247548635
"FT3950",296397.333090219,4414.86411844187,0,0,0,0,0,0
"FT3951",0,1519863.09908775,2570.2569264248,1906486.60617477,2308129.2333187,1533480.85282864,2382734.38631628,2740194.71055837
"FT3952",420804.407172024,699768.213084615,1671917.04105946,1745344.8886461,1794947.11289926,1277920.61538769,3542273.17544211,1806963.75795553
"FT3953",97627.5990079621,96285.3729556354,151847.760320097,192195.780525567,194016.406295776,264266.955157066,183804.053648571,468640.220110141
"FT3954",297753.5427846,1385.68975515016,34805.1616410005,10062.9579803974,11600.2851745419,19004.6138713718,10477.4010611344,7070.56818732212
"FT3955",265373.92014722,477213.477622166,1176729.55332623,954726.818411273,1143478.51654,815964.850216274,1396016.76833508,2774460.80733964
"FT3956",5173709.63635823,4117.70608569107,39481.0370323369,3522.53655461608,0,13133.8975605575,9419.88736704145,14229.8020148191
"FT3957",2828830.69935099,0,0,0,0,0,1497.94508713872,0
"FT3958",113354.701090493,0,0,0,0,0,0,0
"FT3959",245075.805978517,0,0,0,0,0,0,0
"FT3960",1078383.03238932,0,6065.08527647233,1970.11425142364,0,0,0,0
"FT3961",1647956.95200723,0,0,0,0,0,2007.86989648017,0
"FT3962",311856.798399421,2569348.30725449,2660425.51158846,2066928.39708868,1002620.1348947,1134397.33315257,2015352.03001771,989235.581834777
"FT3963",155415.433124998,0,0,0,0,0,0,0
"FT3964",398634.890724612,0,0,0,0,0,0,0
"FT3965",536024.656132816,0,6299.44812224087,0,2264.08386758495,0,14245.7397662613,6222.99009249165
"FT3966",36053.5816485358,982107.633333957,529585.476451464,353950.537378313,428499.756696361,349962.186374474,363982.141323208,401596.526816773
"FT3967",333674.280298666,0,1930.97124890346,0,0,0,2206.71814450459,0
"FT3968",0,545257.706042269,0,671143.760162746,0,1017464.12779727,0,0
"FT3969",2594511.93868021,0,13422.2086767537,0,0,2440.36956454535,0,5335.04955723844
"FT3970",1504447.84058086,0,11993.3059741333,0,0,0,0,0
"FT3971",8292.05979514103,274726.833178712,211449.033740721,211801.244631587,194603.711339357,189963.905165951,199304.833316332,158755.395811098
"FT3972",0,374946.90626626,0,0,0,423270.95993356,123224.920103462,5765.13875908965
"FT3973",808525.759533198,35221.5429205178,29329.2696984147,33904.0363477107,30297.9205303096,17376.715979985,25368.3427158683,20784.299671433
"FT3974",1107043.85093994,4165.0184414744,59767.4275984955,32415.9905627723,1676.32581026693,53672.6835918008,6843.52238974216,13688.3246279512
"FT3975",0,136925.881452296,132517.526685341,130981.91419987,208348.430194964,199447.449436134,90059.6830117188,182809.134325626
"FT3976",118597.092569441,738424.549514883,789655.968782148,1126515.62889755,1486782.89498403,1158276.24415172,1182161.95623011,1351913.98845166
"FT3977",81022.9540908636,259711.505433658,902151.328474663,1221412.29844922,1698597.77890907,797886.097714559,1744538.17570899,1797839.53088235
"FT3978",1394819.62475437,0,0,0,9147.59498588739,182713.836309813,0,0
"FT3979",115762.969608867,757812.531597265,771747.694735191,1295262.90221822,1591671.26670125,1130424.84503946,1233867.759125,1469705.23146326
"FT3980",6409563.49101567,408317.798391459,314528.548658201,143714.863319732,97898.9308476727,148312.101612024,86437.4074904133,171697.214553693
"FT3981",735295.336096189,37187.5624067512,261107.691378904,103201.714671421,57546.4041807604,171910.951660323,83854.9984248964,127461.44552808
"FT3982",195076.977744143,0,0,0,0,0,0,0
"FT3983",54693.2919396172,412016.10751875,489568.328771262,693092.138750499,896956.18319125,657357.98686843,740715.387951705,791984.912678551
"FT3984",136905.112196453,0,0,0,0,0,0,0
"FT3985",19522.008999608,187332.618824226,181767.318362502,288652.195685547,354989.931290312,297938.252919531,303063.548669531,284171.705026049
"FT3986",9140.06828748385,93744.1951308268,255516.899910023,394164.894236844,493208.723066101,255122.403737688,561824.252087054,543050.356816925
"FT3987",456232.245351158,5638.75100240047,13419.5945376871,0,39347.1967400098,28670.5931522798,21697.1586483951,29594.1865548509
"FT3988",2834322.86472658,145331.182750844,118926.411004786,50155.9650727809,34022.4576828549,79209.5206850038,34381.6372717696,75701.4613191092
"FT3989",206034.855761721,0,0,0,1646.32075849878,0,0,0
"FT3990",11668713.8686333,8823.33912832947,91517.3922515706,16893.7637184315,2860.83293452094,21033.8984154502,23349.9843075566,50210.045210978
"FT3991",2603494.24564455,0,1711.90448085236,1526.21559385026,0,0,0,0
"FT3992",151736.416863458,0,7563.32753655665,0,0,0,8440.3258610591,1716.38896881516
"FT3993",530614.636218749,0,2666.85830735888,0,0,0,0,0
"FT3994",1057561.06541097,0,0,0,0,0,0,0
"FT3995",154613.02386573,1043113.2481875,1054850.55902635,1247292.12062652,1816851.55720312,1159392.59413707,1426675.62374267,1477553.56479556
"FT3996",5985829.06055795,3305.85320599999,49123.8700134924,5747.52986667014,0,5443.64017092706,4739.09272978808,23777.9573358587
"FT3997",882949.253747126,55968.9153545224,24504.8617163951,5496.48868458829,0,14495.8761690842,3176.15170935338,16737.8341291503
"FT3998",303699.433296875,0,0,0,0,0,0,0
"FT3999",98097.1456271779,780871.460141466,702823.03269041,747518.607521191,1153630.53710279,778295.618910547,811919.075136364,1049246.8892558
"FT4000",650190.942302739,0,0,1987.32171127287,0,0,0,0
"FT4001",17884.11935992,152444.124082959,196174.224593465,198136.501475067,241805.625863184,202638.346500886,201143.720640508,183233.762660075
"FT4002",199014.115167236,0,0,0,0,0,0,0
"FT4003",370242.230993092,0,0,0,0,0,0,1639.30854224353
"FT4004",624683.266128828,21843.5452927728,160674.627421882,125278.22276517,22378.1943305224,41951.5940414546,42953.7504201672,88779.7446488577
"FT4005",858152.439871916,0,0,0,0,0,0,0
"FT4006",382403.835845949,11070.5201907445,109828.377988343,58769.6700036966,7504.6648335632,26558.6864624345,22031.3984515972,40899.7570121987
"FT4007",0,301602.30466982,29050.2102438584,47201.8336851953,30410.4317780425,235910.679466309,16564.1016386185,5782.0255015737
"FT4008",407352.138802087,0,0,0,0,0,0,0
"FT4009",1487836.33059616,0,0,0,0,0,0,3862.67706008197
"FT4010",1493903.64505339,0,0,0,0,9058.28066457646,5139.25082853827,0
"FT4011",221345.85563368,0,0,0,0,0,0,0
"FT4012",1970789.18080339,0,0,0,0,0,0,0
"FT4013",613890.6138411,0,0,0,0,0,0,0
"FT4014",281119.544455567,0,0,7320.38364754421,0,0,0,0
"FT4015",830512.786982568,1337.78452141209,7934.56938576929,5334.75217737547,0,2400.74126297001,0,2050.054970964
"FT4016",1046066.11685697,0,11204.9506531331,0,0,0,2001.51577201371,3478.08337084819
"FT4017",340321.702302248,0,0,0,0,9245.73401922885,0,0
"FT4018",257124.805559693,8436.098025984,9308.11424927964,25143.9406470439,11224.9970843876,17534.7092163135,20220.5498582251,11518.7298410838
"FT4019",404075.579080527,1092.98989098196,2016.78565759914,2027.39056302075,0,2237.65387167745,1898.85450812613,0
"FT4020",586457.605364582,0,4998.54767334974,0,0,3285.61409078047,0,0
"FT4021",261049.681487099,6237.77673879687,53055.1812334535,28793.4892182895,11586.3062150162,34564.2132284594,20822.5831926597,38145.2976862084
"FT4022",6707799.54072256,18334.84782067,96423.9906753642,31909.391786275,6322.28160779211,43699.5143461639,7822.93341641413,17692.210807086
"FT4023",176854.782234801,3408.74430863276,70989.9671382689,17885.7949804299,3927.81758692364,15933.892841135,7517.54021605903,28212.0137563619
"FT4024",3741440.68968745,8504.64678567323,11124.8542626516,15001.8457718425,0,0,4370.2879294228,2562.07338158363
"FT4025",222525.414539513,0,13917.0522542089,6348.11010838564,0,14863.8633845494,0,0
"FT4026",179408.408680825,289899.959013672,1092570.96428343,1379717.89945117,777625.934688312,1083602.77650838,484491.419820241,460836.821861385
"FT4027",0,14730.340587966,4719.31986649489,375827.558415341,399388.979656978,198155.547987264,321605.383511757,335247.714352213
"FT4028",6585244.0717978,115889.993917845,384995.036840818,234586.930551982,162201.699200191,286779.765655514,172079.884454346,242275.734748253
"FT4029",127678.528997263,224738.140002419,632464.381404211,982325.779422171,495911.606733572,932664.581977503,303651.000085995,336220.396672313
"FT4030",983643.080449298,1172253.18015775,2487283.28771073,1596042.97829757,1692483.66986468,1399174.93843959,2360514.89461327,2314754.78148036
"FT4031",328374.689793079,46526.7614208892,131781.489512646,47212.2148049547,34153.0852869123,43042.1759002428,141500.678679164,72363.5326622378
"FT4032",1033327.02613587,0,9946.99475519187,0,0,2085.0492685528,0,5086.61620531449
"FT4033",246465.845067142,0,0,0,0,0,0,0
"FT4034",478963.159678905,795005.931288459,1497276.77056585,1342709.22001974,1012465.55311084,964997.920827497,1447578.40227688,1561142.60391143
"FT4035",3302065.78193462,57990.9726254131,200192.495994872,128136.584009237,71534.4427990959,120849.354793212,87071.7925475238,102076.928342093
"FT4036",234682.86397461,22546.9643855104,86357.0897609158,12249.5213416457,20800.42472439,17325.2295985695,68069.3268270771,61622.2105082051
"FT4037",207412.860858157,0,37546.9884838145,2940.96678153019,1883.03381980411,4471.04590384126,2105.41068854611,9862.95800194757
"FT4038",475222.162347317,1411.59814450313,2062.21719966871,5316.22104926793,0,0,0,0
"FT4039",573740.869848098,0,0,0,0,0,0,0
"FT4040",357939.289304475,0,0,0,2021.36572472895,0,0,0
"FT4041",452381.80671731,0,0,0,0,0,0,0
"FT4042",267011.298112079,209991.755143364,236799.997525471,208480.866078968,243550.119274755,353334.957396575,314869.629226597,171328.144254881
"FT4043",1839973.72976366,0,42562.8557132861,3282.80469073677,1756.29879470236,7366.44214571366,5419.60353638616,6745.76716694504
"FT4044",293286.401132813,33100.1965772701,36153.567883596,32765.5683996701,28020.2428977094,13218.1952117131,20934.6067677991,76675.8082435357
"FT4045",905485.951634762,0,15545.3807106238,0,0,0,0,5708.39368342887
"FT4046",46898.71510204,257800.491798708,651638.47933008,908450.067460495,966866.176913306,601572.344331626,1263739.46625976,1421110.4404525
"FT4047",271691.802432723,0,9761.83713581824,6342.41203562584,0,0,2945.51888927045,7623.19293056931
"FT4048",9720.54168886954,97766.8428095375,282255.186324454,327666.263633083,419335.442904397,150454.542606028,489730.017749022,603585.068436585
"FT4049",73906.5054240733,4923703.65678014,3785379.28319452,3654703.92526823,4205927.60143822,3513669.88196081,3780791.76183855,3881624.85362468
"FT4050",0,0,932716.427203326,1594870.12335938,1896309.79085201,1458112.00379053,2300830.02242132,3110910.96950928
"FT4051",166869.494969075,178214.095093275,99810.7410699464,93326.1565828612,143454.034741915,629531.382333983,91605.314319597,105148.751118947
"FT4052",13572.9903103269,1326935.90046549,634165.157287327,647634.682608564,732127.437581143,348367.554935617,640923.894632665,700594.645571161
"FT4053",379398.31226807,0,0,0,0,0,0,0
"FT4054",28875.6908143386,2228638.18348438,1542413.25501849,1505147.78594141,1593174.25370719,1279714.31328297,1562783.53724371,1621775.501249
"FT4055",76378.8320691219,15804.6655386865,301152.846521484,336929.539440169,398278.239730469,307737.38684115,468598.772588593,828917.996451416
"FT4056",434522.028485351,0,5809.44360195941,0,0,0,4750.34949701554,0
"FT4057",85598.9108242204,0,0,0,0,0,0,0
"FT4058",203344.093582032,0,0,0,0,0,0,0
"FT4059",432824.140608507,2785271.53852053,2139502.05334001,2732040.26888503,1524880.00162722,2445884.26324767,2598313.65858635,1566962.37054661
"FT4060",153205.632483454,1740579.75182155,1006589.77609327,762525.971012771,512873.064797355,698453.062967546,581192.188825494,419927.462423124
"FT4061",192838.866661786,0,0,0,0,3352.8749921854,0,0
"FT4062",721499.2301709,0,0,0,0,0,0,0
"FT4063",157818.37874144,1937091.07993688,1252920.20176509,1084442.21393791,733513.333892972,859262.993390474,1029654.94724769,751124.102064612
"FT4064",436281.40652636,0,0,0,0,0,0,0
"FT4065",92257.0492084907,805660.294611102,365875.744831318,264813.775614489,266297.900351665,207425.975436067,317079.866238366,296143.302621272
"FT4066",1123384.8279951,0,0,0,0,0,0,0
"FT4067",213944.164469401,1983.57425001377,0,0,0,0,0,0
"FT4068",193038.026827257,0,0,0,0,0,0,0
"FT4069",674299.479089833,0,1068.79440208147,0,1580.7639271051,0,0,0
"FT4070",117407.992142576,0,0,0,0,0,0,0
"FT4071",34602.3646531575,928182.951957565,408474.436446204,480981.630128442,294403.457944561,1132389.37370859,255870.445912783,176330.430857561
"FT4072",547301.085098363,236769.151489218,297673.483293905,353903.662944795,270247.896087562,267033.55915531,267522.715266783,266706.044860344
"FT4073",0,308542.773198831,57542.9717821576,23351.9067700618,59829.8015360575,87330.8182449362,20474.7117797301,16491.4211410985
"FT4074",1512635.76927247,0,8862.89467715342,0,0,1207.20753124966,0,0
"FT4075",197616.939069475,0,0,0,0,0,0,0
"FT4076",366707.902502346,162637.255237755,212398.190411331,243262.025315532,167560.215201671,169831.284399494,203317.076750472,162457.375563268
"FT4077",0,179413.064615196,55420.3688253344,12294.1671016044,54903.7821227214,63171.4680072514,13089.3516758862,17272.0332444531
"FT4078",339284.546561564,0,11420.2887884326,4962.21662780149,7763.6925413572,0,6211.07053004334,0
"FT4079",495745.86499024,0,10227.0317684703,692.350186074706,2665.35584567922,1794.00276411573,1630.50491369776,8675.94706200379
"FT4080",231991.273158481,0,0,0,0,0,0,0
"FT4081",296583.883419802,1739.49220800614,0,1834.64043946908,2629.29579445914,1268.12680357775,2036.45965314646,0
"FT4082",197306.474654387,0,3676.86993256267,0,0,0,1999.69292650308,1953.39009752336
"FT4083",0,1916820.33763916,961227.17540232,839744.467812553,980136.124832214,659774.123592089,993638.552233735,1150646.12512429
"FT4084",1641692.55664626,14924.4006167956,47536.789736635,25241.2263637461,6606.83309647874,8935.417103093,16313.3770781451,24331.6703548161
"FT4085",646231.100586914,1187.90205464065,10893.7978087129,4700.33748583932,1902.12169600388,0,3486.01310908677,6012.79576048254
"FT4086",179748.015694754,0,0,0,0,0,0,0
"FT4087",27186.2778089756,423928.015645229,437944.294762598,335626.169335073,637691.430317307,447858.831254249,534629.148701839,677265.879074996
"FT4088",518764.51320117,0,1788.95184160595,0,0,0,0,0
"FT4089",378638.116082768,1514.69220758959,3843.54261292293,1767.06672432508,0,0,0,6089.62551569613
"FT4090",380124.920569342,0,0,0,4234.34781878579,0,0,0
"FT4091",348812.910596192,159006.829568818,317978.58763923,219546.415766178,176139.033843884,205612.127648986,274253.56597107,218854.415956264
"FT4092",2645382.2707745,2973.2394806954,11564.6310457931,0,0,7476.31248566314,0,6099.0060693435
"FT4093",206705.43227539,0,0,0,0,0,0,0
"FT4094",6558.86005623032,213761.486888607,673219.308511231,627735.496966551,566180.966360466,335855.372694661,1076859.50917758,1217783.41907169
"FT4095",230467.781175535,0,0,0,0,0,0,8513.6870685756
"FT4096",1273136.06791655,1397.14619854498,2460.88762808022,0,0,2270.09780761966,4374.07059665585,3088.48228386551
"FT4097",7577276.5508301,0,0,0,0,0,0,2028.36455960652
"FT4098",237560.38074441,0,4111.72008115352,0,0,2239.14927955317,0,1851.47099265199
"FT4099",133978.175786126,33812.7820616119,474457.276850238,466897.23731268,659403.694126211,400799.296063822,871673.262478996,1529771.33258794
"FT4100",244922.691585286,92538.1789277343,243144.608398136,227073.53955543,179459.225721149,117359.456988432,338913.929176303,401195.517399659
"FT4101",239121.745982664,0,0,0,0,0,0,0
"FT4102",4075229.11342048,0,0,0,0,0,0,0
"FT4103",72564.7059305179,155746.696719364,260659.978516844,375869.825360108,390448.107515538,197458.960866701,303946.12074929,219326.119167684
"FT4104",0,382566.779212831,394819.365731028,32433.6653913011,241561.029916817,142652.425425293,183017.021646156,38911.7212064048
"FT4105",205965.629900342,15888.8474109938,74105.5197256909,67101.4879817879,56352.9782828343,83258.5047468732,63013.5287763591,46334.3958639354
"FT4106",236859.816591797,0,0,0,0,0,0,0
"FT4107",3797897.78396288,0,0,0,0,0,0,0
"FT4108",0,206889.65427124,223825.428174276,9079.51375948445,101686.464413086,70600.1303500027,135299.607038057,10027.1557976095
"FT4109",107439.518945313,0,0,0,0,2441.28963230845,0,0
"FT4110",1712456.14657392,0,0,0,1610.18929407135,0,0,0
"FT4111",21119222.6572755,1380307.8020173,3640964.57138403,3416502.71003491,2539220.90419796,8191469.24041953,3794208.05175659,3050843.40872481
"FT4112",0,428207.913326487,378030.271658663,294950.997180874,341629.938555581,204304.009091749,275514.542379897,180208.407748783
"FT4113",1666.19957356117,33231.2801200292,166133.602432063,218185.762601829,400364.026496636,139198.751087695,446851.318208684,584775.122683447
"FT4114",850908.885827432,0,4629.61667184362,0,0,0,0,0
"FT4115",917743.8088058,0,0,0,0,1684.56323019349,0,0
"FT4116",452797.083910433,0,0,0,0,0,0,0
"FT4117",6731007.10015052,215684.548397678,937206.988835938,842170.550181722,467916.337562464,1692416.08842679,657359.406371263,754002.672116283
"FT4118",322579.089766519,0,0,0,0,0,0,0
"FT4119",548836.330700685,0,0,0,1956.53402277651,0,0,0
"FT4120",1446855.9325459,0,4797.00360519763,5688.23545113409,0,63562.1472753857,0,0
"FT4121",636501.002476975,2881.82001355194,81411.9629309287,14306.7395001323,6819.28489743299,15123.8273931175,13267.755844802,42513.1843385961
"FT4122",378917.991787999,0,6258.05659668642,0,0,0,6288.69350022368,0
"FT4123",336427.663281249,0,0,0,6423.40455188758,7722.17918530446,0,0
"FT4124",946031.314493692,0,16491.0510891966,0,0,1492.10216782784,2800.91110417844,7024.77114657158
"FT4125",207797.722800293,4957.45547212654,0,0,0,43210.3827496657,6373.56776736141,0
"FT4126",292267.31921518,2842.56388766746,43040.1422734779,5397.77032158757,1924.57382330956,5194.56551026658,0,17112.3304219198
"FT4127",147343.266444092,0,0,0,0,0,0,0
"FT4128",134247.830099284,0,0,0,0,0,0,0
"FT4129",693138.401461214,23606.3379555805,113587.774525993,89391.3639751928,39335.2869924162,75751.4858111376,109323.315230052,101532.501551541
"FT4130",992677.984241124,0,18377.8425856968,0,0,8262.30817910008,0,11045.8294854498
"FT4131",538195.452083565,683130.598593274,679885.221423548,603427.956008821,736663.39281627,760801.593874937,768659.873466684,700203.081404266
"FT4132",617263.354574705,12949.4114590668,63973.143288299,61669.1070074769,27861.1258804891,31709.4561819573,86362.4997373247,79719.6223260993
"FT4133",202909.313990086,6959.55836054241,62788.5379583591,24059.927227413,6805.11209611244,18902.9311798943,54028.7189654271,51756.3548405599
"FT4134",273590.651827568,0,0,0,0,0,8427.95080725644,0
"FT4135",248476.294621014,1061562.65951117,1342085.58752136,363175.030478626,443091.61136007,451796.265291838,456508.801037746,771195.053500596
"FT4136",83434.7568901597,94797.9073965924,447443.347839274,357144.666934937,742565.470982384,477573.051333235,2254078.45260156,2071948.25297391
"FT4137",369763.542550787,0,0,0,0,0,0,0
"FT4138",13574.1693754686,17207.7155236637,128459.192895916,126935.098503796,243886.315926823,105497.938282665,717733.882069786,699050.112152194
"FT4139",242077.562444154,0,0,0,0,0,0,0
"FT4140",930283.715713623,161788.725423635,51660.7303862717,93432.3066705641,121041.331630998,85202.5738908872,115007.291278959,120773.007430345
"FT4141",275029.513685583,313995.56997669,190798.797382609,289344.347980987,206342.398138785,263125.459403544,309487.510686658,308406.78912964
"FT4142",90184.3103027344,0,3084.78352953133,0,0,0,0,2947.2139350593
"FT4143",274174.058701912,5384.59510952287,0,0,0,0,0,0
"FT4144",301376.001956194,43222.9246974392,0,0,0,18358.7972042299,42191.6030403271,32119.7224060659
"FT4145",287025.464201136,0,0,0,0,0,0,0
"FT4146",939927.893839391,182233.868164303,174928.856328426,194508.014061561,202050.688162512,167926.441953377,224804.108810663,167591.169651804
"FT4147",367629.720359863,0,0,0,0,0,0,7072.3876646
"FT4148",702624.105499512,115942.053655244,121552.470549366,135128.950568402,125470.757594883,152518.644546905,167064.687256708,107619.696645945
"FT4149",599047.437156901,0,7845.89782280573,0,0,0,3065.13969402397,0
"FT4150",1934427.36806776,305681.359464722,988854.669155208,645715.8646875,382264.277394948,590811.734925292,880649.315112392,735009.814358701
"FT4151",709710.227361225,116407.44780169,336247.468221313,215582.940368368,166248.764848617,226693.912273589,332965.279873983,256074.798974035
"FT4152",337217.633014729,0,18367.1421462748,0,0,3052.54099758994,2059.87473747914,2555.82991418088
"FT4153",571390.353900148,0,0,0,0,0,0,0
"FT4154",211299.607089844,0,4552.88319265173,0,0,0,0,0
"FT4155",229097.736439123,1014737.2972201,305089.381863918,463594.942974813,198494.441386963,2590663.91506001,238673.474131299,270844.355452577
"FT4156",4138.77230884781,163367.137007908,98943.3529414444,157876.336835653,284955.511920625,227402.428964844,345821.542795455,296824.668714542
"FT4157",170035.943602973,0,10476.2762640951,0,0,0,0,1764.1786382055
"FT4158",87722.8803354006,690044.426765449,764691.84187713,1131097.49508097,1487267.76125385,1145438.63396254,1465372.40766743,1513937.91033386
