"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT2284",761315.801891273,3984.86030629254,51562.0379178646,7281.20783393885,21139.1278531027,21200.306607278,12350.4638690422,39192.3544995306
"FT2285",1223213.76255413,10709.6972706653,269425.636768514,26470.2761731318,15704.5616953726,25520.751294924,21417.0823769243,294615.185172427
"FT2286",200309.631903408,0,9029.36600655721,1085.52618922599,1457.70528693591,0,0,0
"FT2287",437433.53805989,0,28935.1325147222,13930.0532734691,0,20030.8677262391,20930.8024844381,16786.6490250243
"FT2288",179308.351393696,7935.90377541729,36423.0211056591,12077.8855645631,10211.5198612666,44436.2250519141,49150.6229155227,22430.9384276827
"FT2289",419435.632943556,1812806.66246521,439170.116292866,769451.412885432,469298.723951241,995524.710538804,872886.001537297,396252.418079723
"FT2290",73767.6006462943,1744193.76296876,796516.546851086,709840.966024594,881512.60665865,706367.804181966,789033.646915783,697440.222242837
"FT2291",1206406.40156381,1331.00155699711,0,0,0,0,0,0
"FT2292",237217.648479208,4191.86812997422,80913.1936852837,42813.9324086468,63628.6551058852,101179.812007723,33428.52650415,72905.6823843926
"FT2293",516164.700807618,0,0,0,0,0,14290.2039688051,33222.1501159516
"FT2294",451902.459838872,1422.26095211007,6408.01348541065,0,1531.87989834104,0,0,6899.12574301023
"FT2295",643913.490095006,110345.405329822,184843.331980993,107341.985872623,77292.8436665164,90387.779098735,106675.191129017,129469.731611607
"FT2296",34808.5997154914,291401.288525048,151059.312354403,341655.643571907,506118.48602525,301628.60853703,441829.783997397,435634.623230795
"FT2297",46611.8087105555,727401.70770959,805168.576595931,893209.983835936,110667.499486523,582941.29785897,2365908.45758244,1428646.06960921
"FT2298",836359.041229001,193748.747683595,153271.816202109,82086.8391805593,92885.7940913945,2712181.27275542,76544.3275817952,77607.9414148325
"FT2299",494171.089543269,0,5466.53706940269,3156.86290989233,3139.46111483753,986737.899368893,7499.26154712574,10305.4091869178
"FT2300",590036.549065103,34558.548722823,182419.770035732,101263.772598247,55365.9963908024,125063.169217264,128754.606367188,215096.962943021
"FT2301",1589031.30247728,1660475.56490884,1686324.66834559,2921871.77754373,2228218.31806397,2883329.11801512,1572397.15914473,5005922.45209781
"FT2302",1016858.01172476,0,0,0,0,0,0,2210.00260665198
"FT2303",158743.656089566,19231.103969174,38265.8620894229,4680.49800729191,28403.8971425835,53270.5656638081,63833.3928181304,45157.0794388922
"FT2304",944912.370315429,108963.86145345,271577.675886022,195985.641956436,148120.499729477,184524.196176963,177620.219004035,226830.917642698
"FT2305",154657.538430177,4804.89582883473,41598.1574868693,16582.8886962487,9061.04527259886,15320.5217005503,21732.8715914829,25820.4987254201
"FT2306",661927.753216271,626580.68709089,571124.315913959,1234073.86891918,817398.490308533,1028706.02706901,567961.110533311,1888847.04654118
"FT2307",297542.835833333,0,0,0,0,0,0,0
"FT2308",94456.2195867205,2053071.50020742,143792.182042383,1395366.23447732,1653685.0425568,891682.436687163,2232138.18503036,2898401.09064396
"FT2309",369090.100626527,0,0,1382.53747648252,0,446167.568000713,0,0
"FT2310",863325.66921549,49737.0353707326,100339.644109236,71395.6998087065,97482.0417199947,68038.7758676519,66600.123902712,97031.4733366482
"FT2311",791410.89318756,110831.959617753,0,0,0,0,8093.60872987258,4465.21609445924
"FT2312",706386.145131839,48008.4101662176,175811.970562094,172387.184247161,77261.582616893,109908.513195873,80540.2174672446,89217.1780468161
"FT2313",1088070.59507877,7880.52621639225,41872.0814735016,23659.9796600934,10667.0477980339,29449.1673701113,11806.551851799,29230.6040483406
"FT2314",2012302.62591345,2732.47010970872,175370.433540893,18551.9922133669,18833.2819988857,37848.9327325092,147614.935491639,144803.253776692
"FT2315",3436572.94190425,10649.653331623,259269.403964509,186536.973805808,22044.5104530077,152710.411119528,57989.7649448312,145716.756369138
"FT2316",186440.559627688,954.005411976411,13857.7497521357,3950.76517311065,0,7053.77926168811,1951.7017494889,9542.76233743755
"FT2317",226152.397454279,0,0,0,0,115897.28739258,0,0
"FT2318",226716.412499999,0,11031.9208451436,7930.26333402458,0,13604.7317358366,0,9900.85258654208
"FT2319",677139.593463924,0,0,0,0,4691.44166467408,0,0
"FT2320",180176.21330924,90399.6450600798,12365.4530883135,12605.247806493,5415.12804403589,52965.863672524,67841.6697191566,32324.5371565661
"FT2321",409520.386637365,0,3000.32471237655,7056.85429342364,0,4073.90924111624,1464.05540008926,1855.73309455861
"FT2322",1435484.38594415,3672.60801263327,119625.259358997,98229.1346853497,5798.41095065641,54757.3783620779,25348.0433728635,74976.897038613
"FT2323",686647.81774417,0,125229.320925586,0,0,0,0,0
"FT2324",219566.486641512,281959.960856717,289021.714465802,231019.123794745,275896.333239184,217792.3224369,243128.290757812,212982.676962448
"FT2325",597839.540441178,52498.603101426,51446.539535089,73808.5740971569,125475.47104309,1360121.55566162,24856.0130696926,16583.8262246927
"FT2326",1838732.80284054,1410166.93859136,535128.167979104,832616.525943334,628279.448240953,1119090.62758829,774809.33397995,575508.624060059
"FT2327",1023198.10264648,1054504.82780792,2309.4662036722,0,4642.16891299999,937226.395103678,6995.41402933442,0
"FT2328",52683.4649133046,230207.654448241,66733.1110892714,120704.775855925,282013.411867311,721347.261016522,141574.437883007,153760.598069542
"FT2329",324691.857004957,2917.52487062838,49941.8358396784,33236.4128869162,12777.0019081885,28645.8809494589,11821.2100960727,36059.8444229724
"FT2330",1114999.10261025,2071.83348414456,86540.8423150353,59783.8145800443,17530.1654683243,44781.7171914205,34997.5360031295,59902.9558314879
"FT2331",559276.796814576,0,25236.9704560596,9912.49801267852,0,6516.66106375844,4458.24737874422,14823.0100109986
"FT2332",164938.152094727,0,0,0,0,0,6123.45637308123,0
"FT2333",963592.730314015,0,0,0,0,0,0,0
"FT2334",437213.428196913,43137.5600022224,53037.8792449147,60019.3000876224,82507.2229471773,119759.831273269,109809.866606347,117429.996809756
"FT2335",3079842.38753908,123487.502949215,490253.299053482,444222.540829895,152084.195666451,267252.371189627,182106.796019151,323973.9000429
"FT2336",231106.475289134,4155.72531588165,13739.6151506668,0,6310.59701362536,4117.66443784114,1759.71062793728,5592.50830307396
"FT2337",1770440.36421997,0,79879.053018607,3267.88690728293,3507.9702683383,9395.82834528719,24392.347260349,44996.5192219221
"FT2338",140253.172955728,175405.552971538,0,0,0,0,0,0
"FT2339",3040419.53709262,0,512251.730290869,253233.452700022,257288.62781761,650525.815287738,595464.162854818,550196.873952069
"FT2340",398954.092373161,279952.064561533,104288.440363664,137395.367722758,123794.598340026,201745.872089053,130484.418144619,125628.954845373
"FT2341",8880.58647455656,160074.540065918,50791.7530155523,42765.8269836433,4307.28862041137,0,10710.2713424112,21045.9371371828
"FT2342",104143.553052454,0,0,0,0,1974.35910019195,0,3075.53106178762
"FT2343",1138142.28186662,137406.339500604,158776.836503905,103927.90823657,73548.9615158103,133705.642312345,136447.157317384,191506.130596315
"FT2344",1089697.21726319,32288.6916010238,168414.47812621,109068.829804689,38344.9905783799,100486.726289544,71528.5290576506,96787.6485067803
"FT2345",314505.941651202,0,0,0,0,0,0,0
"FT2346",582506.738893036,25602.9027200638,81329.828653182,44191.5655628681,18917.5815750273,49458.7184355322,30071.9808185245,58532.7770118793
"FT2347",0,245613.340308252,135613.742683269,83145.4462733928,49755.8755187902,50124.6619859016,41219.2978767379,31304.4774428958
"FT2348",918831.779206683,0,0,0,0,0,0,0
"FT2349",688923.391549958,77193.1513852389,1208274.91379883,606845.555624441,808116.819813208,1087633.98339843,802996.327018923,2399532.9742408
"FT2350",740405.084557407,0,155896.390252653,79287.2616784967,101394.880009279,144789.439699954,167934.980522461,153874.317433164
"FT2351",2435792.14563116,3124.01120540752,0,4465.28661997109,0,3909.37864275169,0,4301.80092636812
"FT2352",84114.0696641168,391710.974417995,161666.457687642,185571.78237925,207372.997254319,206942.995203867,199690.40547849,175278.993942722
"FT2353",2328165.63852119,1114.91467325217,208901.85595052,1031.88550525365,0,884.977502505457,0,1539.40885442588
"FT2354",966525.803625479,78127.3698526934,310606.349839426,95385.905540764,93507.1678972743,132481.13428264,177171.290741269,419577.050797526
"FT2355",315416.470875417,35729.4042832833,64158.6631222359,38167.3414955795,25290.344108295,35336.4097615621,57368.750382145,67208.3288064668
"FT2356",108925.461264649,0,0,0,0,5687.39378903241,0,0
"FT2357",1568560.65367513,6154.52325745751,115227.14022526,37952.2938572033,3780.97708837639,18565.1673392018,77071.7692265528,71949.7421323725
"FT2358",942685.891304869,0,0,0,0,0,0,0
"FT2359",169794.571845702,19594.5670062474,89248.2477352373,48426.1738037495,21578.8483611366,46099.9571478107,40115.5811566114,59496.1513308213
"FT2360",739892.881044287,4457.87722891127,52794.0758143987,31075.3572559674,10151.5191749268,18911.6755661961,24700.2844479327,31485.1529480006
"FT2361",1912324.66471088,0,276091.691947119,197137.205905656,200199.14883599,278057.37423853,354833.028072917,342051.185165637
"FT2362",233687.844729226,0,88789.9946780676,0,0,0,0,0
"FT2363",86073.4631845222,302897.23099222,198709.159263574,188341.617113033,170032.0210486,156030.779253817,71260.0948829729,37416.4773862944
"FT2364",837095.525409454,5862.33284663267,70355.5006798446,40013.7544589365,25278.2080743966,59473.933686549,35315.3420514466,56550.13430788
"FT2365",525353.522115656,1133.81484619597,0,0,0,1719.36635512296,1848.25622559476,0
"FT2366",312794.068167311,24964.7645856863,93433.8850068677,26628.323651539,20683.3462264041,38274.737103434,88309.1674767613,132784.066073557
"FT2367",533767.853440515,0,0,0,1255.64896409323,812.325584451122,1131.78234102206,0
"FT2368",524548.633146976,0,20391.3460953936,0,3427.7962952735,8670.80666059212,6523.85741804174,3959.55286998881
"FT2369",354991.020894777,0,0,11003.1648268267,0,0,1001.58368757154,0
"FT2370",223795.911947295,0,15546.7034014845,7000.48015895963,2967.30500738649,3403.52981034711,4541.74893218726,4883.29119985773
"FT2371",83323.0007596299,118178.213179525,0,4968.33373359311,1084132.54481102,258556.82635498,171398.22653768,1361658.51909378
"FT2372",818078.918708763,0,0,0,0,694709.947479488,474725.137361947,122990.814879454
"FT2373",1176267.91654204,366156.122240423,3622.8478451447,4674.42013667508,5318.08476778027,2104.42611634015,14686.6188206874,17048.8590773661
"FT2374",199798.944907291,114556.859338377,0,0,5940.64402562457,135791.498822892,602112.755742189,3318.98315611243
"FT2375",149896.027299097,12592.6493172721,0,0,0,44374.1161553783,0,0
"FT2376",310613.352094561,209624.105957514,0,379964.588159178,787421.854752535,376619.651820653,0,0
"FT2377",340850.776603336,0,217795.014404298,0,0,0,0,0
"FT2378",62124.3099891125,783905.345807292,342310.021314178,343212.975826411,1014985.85215683,304021.413271294,390380.923298526,251804.839780506
"FT2379",327049.038061409,391363.623065482,602876.311591044,745623.609173078,1097946.92901611,376569.95519745,259545.245273438,805959.663434365
"FT2380",3190.17411703058,10649.4951298103,2313.51797733268,533106.618229766,2614352.92096265,2785.95639964202,13160.1395890094,967143.095187232
"FT2381",3929299.09647917,7303.40033832462,895297.533309144,0,79583.2623281255,9118.91937200333,24167.5077154004,0
"FT2382",1151606.51397157,7626.23623815699,169497.3776014,82224.8003193095,97374.809125017,945702.878481997,131746.795224867,132678.378818154
"FT2383",941121.402238772,47960.4155087407,88138.6357449782,87207.2574974696,545865.814598303,415150.862033695,31560.3183685971,91119.781123313
"FT2384",453732.516200195,3583.38478735896,87511.5269377791,47838.2870963378,57994.9571938971,87914.2883557052,97382.6419913612,89151.9638271511
"FT2385",236697.359889732,0,1524841.73275557,44655.6246379405,3060650.50045963,1657538.92020704,1766389.92427506,69293.5639727407
"FT2386",657579.399113553,0,0,1085.37666415042,0,0,0,2157.12678767035
"FT2387",280697.228294273,1920.41759733732,0,1740.26041988807,0,0,0,0
"FT2388",219053.195898443,0,0,0,0,0,0,0
"FT2389",1167844.23599609,0,364857.366184487,0,579077.976657714,0,154646.420417483,0
"FT2390",393629.653059603,87166.9521672683,287682.234350582,168779.525874026,188948.397368861,307873.850999345,359337.16731113,316610.599825093
"FT2391",94773.4579687495,0,0,0,2960.18936208542,205364.627630861,0,167599.981249999
"FT2392",127631.491413749,0,0,0,0,0,0,0
"FT2393",123169.342480469,0,0,0,0,0,0,23641.4181491819
"FT2394",151599.800112305,0,0,0,0,0,0,0
"FT2395",236268.184766497,0,7550.4895653162,0,0,0,0,0
"FT2396",147445.75703125,0,0,2537.76978434174,0,0,21843.2576142586,0
"FT2397",233796.573999294,0,0,0,0,0,6918.99538338893,130533.886573792
"FT2398",97415.1734407714,0,4615.06480997162,0,3893.36895568056,0,18123.6283812729,0
"FT2399",347279.390877404,0,0,8584.5683933466,6121.45788699323,0,163642.899427735,149132.4475
"FT2400",161096.410532925,0,0,0,5046.89105851459,8961.86851930655,91005.4567871094,142814.54693278
"FT2401",165085.773065184,0,0,0,0,0,82960.9742500003,0
"FT2402",320153.973263787,7954.48632318462,5626.73115860807,12096.6529952717,2782.04685158808,41737.6438675712,179603.592848975,13625.8636640592
"FT2403",151252.464347958,399314.172090006,480976.573026647,212372.354532554,340354.355981798,348798.302403088,217325.599378153,258970.89684412
"FT2404",1073760.15825261,136012.800262045,141220.30876635,71028.8729926622,14425.118418778,105638.267978291,116000.782189053,98595.9926182688
"FT2405",220051.506971157,0,31398.3823625145,6779.5537281496,27553.4456789953,47560.6848881804,37512.5839993608,35945.5822695751
"FT2406",230275.510877933,7664.26633475723,4022.24101096598,15301.3513602363,146802.511006959,120474.076554701,4540.3446567172,14085.5133001228
"FT2407",320416.362274576,253859.975515409,1295319.06584199,751710.12693021,942531.557301672,1350076.96118164,675944.309834798,1207853.26092021
"FT2408",1156737.98682963,14447.4069826376,9230.82789495467,0,767830.851186159,0,7699.62185075135,1331.14863553873
"FT2409",0,925294.992557292,2548.23774182933,3697.90409845554,7835.18528225194,164508.535802657,148031.223699219,378105.96144356
"FT2410",2100057.48402622,564211.113929359,2875.88598381959,28636.7382291098,4350228.84538885,1523311.10270508,28176.1381075385,1636661.81917626
"FT2411",1438248.18658204,62712.781747602,6452.8901664007,0,10565.696727638,1225258.91661988,20724.712982884,15091.4621924655
"FT2412",218573.961221258,0,34179.7757618103,15079.1171956271,3655.34466667749,9916.5044310455,6803.11659671509,18703.3663349257
"FT2413",655131.203528533,591677.413476562,9987.23847009999,5808.07191564415,303118.168108723,4530123.99887417,11721.2301166948,12491.0176373145
"FT2414",164567.904188037,24725.0868740839,43968.0832607233,2354.58643267943,219225.520045501,414720.574455075,169775.254350399,171548.360515408
"FT2415",120554.558820907,89713.1073427401,461475.797112329,262375.184271798,287598.979499728,427486.875754605,218560.334683591,404826.803334517
"FT2416",225763.015270507,0,0,0,0,0,0,0
"FT2417",214279.5312763,0,0,0,0,0,0,0
"FT2418",1075241.15138997,0,0,0,0,0,0,5136.1015834563
"FT2419",1739779.0131648,1470913.70193673,2433442.69044907,3306417.43019584,3176936.82091679,2933254.70685643,1125001.19813027,658717.795362012
"FT2420",5965.26773165388,917009.025998008,1878959.67715848,3211080.16439853,2150531.56609983,1211858.91034666,3124.00871581414,2151112.71121022
"FT2421",1576091.50125793,1747141.99030995,2208890.31348153,0,437469.52987309,667126.262213203,5328997.4120343,15575.1054548756
"FT2422",8900107.33023109,44608.0076986788,21083.5869783543,6343.77494974346,1154505.67547266,165128.513032227,1294619.3537998,1458932.48375382
"FT2423",558878.708991785,2456422.63528121,2089280.7846481,0,2185610.80803787,2135916.09987854,1131412.16307628,2319670.5081284
"FT2424",27679.3624986425,11297.5167533595,0,733384.118415773,1090046.97251638,2143785.18469958,1740304.50323436,6647.85904197277
"FT2425",4104972.44280851,0,0,1212438.53366994,3512905.90825009,742718.070647365,3811732.48756858,4572.56034887986
"FT2426",0,0,2207207.78611094,405342.571011895,81113.5212404021,0,1665795.80815881,0
"FT2427",1580777.00901855,150477.287280816,0,2675.09025460995,4099696.86925272,1286857.48295759,5897.18419602882,0
"FT2428",1406.98661715862,316217.794300883,0,1250200.99314519,2619226.29205628,0,0,7387.61819219784
"FT2429",0,645839.453526947,0,0,156175.320175234,0,3127.64782762949,611548.167263462
"FT2430",1259623.48377503,0,0,0,935.798331105334,2951.02724236211,0,0
"FT2431",864112.740223483,0,486921.636225012,550094.765174619,2089927.07343877,423644.779384796,914635.487199874,0
"FT2432",696352.043595889,956881.020234367,1104557.10574407,1764228.51377259,1187175.06624546,959729.022661983,10572.7418901422,4486.36042477439
"FT2433",16781.9796245266,0,0,205577.95035553,421812.753096565,0,645342.70259938,925408.930754974
"FT2434",371012.788434874,1303.23551199456,475265.752864462,425370.537045595,20295.0485399435,374282.874914319,0,4372.02129657252
"FT2435",584797.888445438,0,0,0,0,805.63350589291,1616.94365670811,0
"FT2436",1139455.81106365,3939.10907604026,0,2083.9553504656,1180.19006779633,0,380537.468677518,2361.7432537498
"FT2437",945729.720723598,1070.51520402362,275424.106232911,0,3248.36686284181,27157.0504898439,11629.4113325707,0
"FT2438",1295148.39212989,1111.12764038125,125869.190228093,34360.5862861399,26225.0403465877,81059.6667973601,61919.4363109751,81446.100760803
"FT2439",1932.59445595504,304220.909366929,690593.480042999,97204.3258395269,0,0,0,988.048656077843
"FT2440",229554.264140624,2558.39003026015,0,0,0,0,0,0
"FT2441",5242260.01529437,0,0,0,0,0,7537.55508966071,8257.26856804307
"FT2442",1960889.00801199,0,0,0,0,471135.109012275,0,0
"FT2443",89455.0877431191,1130582.43092377,580070.816850291,1095726.73120675,804379.61427572,1329600.27374591,1074113.06280973,1166297.53578897
"FT2444",286708.561388792,769021.217879228,832931.490644915,907256.236016444,583183.880242923,853337.923941115,928734.112579715,897044.73790217
"FT2445",199416.7103049,88750.1632882077,233597.818505127,93347.4358674045,85479.8403978797,161418.899448783,145189.575239935,176981.561118866
"FT2446",1500010.39865561,4932.41172117351,32757.9758498829,8769.84658127874,1290.23515507091,11547.2087845593,0,18341.3868791487
"FT2447",2712709.44503706,0,0,0,0,0,0,0
"FT2448",522495.302906045,22457.6427465825,74493.4194112173,50124.0718927467,39690.9118497629,57835.5723333512,34854.1980000712,50654.3491436708
"FT2449",832088.903051754,0,1705.96758775115,0,0,0,1505.40900500941,1342.28094483603
"FT2450",407591.758814338,0,38343.9912791889,8443.87600277942,3774.96960729935,9956.39091069351,10335.5570200667,25823.6506593014
"FT2451",1195056.8086356,2331.8006269589,0,0,0,0,0,0
"FT2452",0,333653.455545487,33228.270271844,30316.7918808665,49211.049613899,59849.0631455007,16260.8596710708,17915.2109815188
"FT2453",464173.841328938,0,5980.60013208142,0,0,0,29306.551323595,0
"FT2454",746092.250333547,17305.9222646315,28626.4572762169,10048.4893606786,2885.45678068553,3620.23592865255,18947.5619087375,13589.5804555865
"FT2455",371289.187646489,1240.34148891919,12593.1292407138,0,0,3965.93979432266,0,5109.34347334451
"FT2456",167816.239022824,0,24804.9699780495,0,0,0,0,0
"FT2457",1778386.18981885,0,2035.75749740284,0,6178.22163519028,3267.3663864187,0,0
"FT2458",1596005.53388464,0,0,0,0,5079.19145163167,0,0
"FT2459",499439.791929085,0,0,0,0,0,0,0
"FT2460",241316.504352538,0,0,0,0,4601.84038771392,6154.35936704409,0
"FT2461",203677.573878645,3789915.77137694,3006719.63573848,2748556.20723736,3213314.53159873,1279680.61205654,2061754.72413574,2256998.82935
"FT2462",572141.571258704,237222.840084817,105374.559019342,111129.451742951,138140.478685405,142942.503159813,128734.602115196,105552.272873443
"FT2463",1839567.23973977,272376.847800007,159839.312374433,92573.3506792506,163338.39201909,187197.456432417,282356.0610695,374280.092497106
"FT2464",85591.8692343727,0,0,0,0,0,0,3572.33300022364
"FT2465",358089.478575641,4963.11326872866,42220.7874447581,29027.6228314508,19529.6266298265,26497.9788975201,19999.2314627833,38496.2990591581
"FT2466",369971.604380557,0,0,1723.39275932514,0,0,0,0
"FT2467",361755.023128209,0,0,0,0,0,0,0
"FT2468",586887.122322596,73347.4981535925,119764.280485363,64258.0046794419,39534.6231042388,71632.7175560993,56137.8892978256,66013.0129909787
"FT2469",139482.061697667,1952493.92508998,999199.924138602,1166734.74770524,2641854.96638243,1045035.05093262,1763911.93114125,1369451.44998125
"FT2470",155474.978510986,99190.7219766288,22989.2263725097,13184.7517146862,0,3309.78722522852,0,0
"FT2471",149534.840253905,0,8276.16693477776,5808.29106135661,1916.13705058002,0,0,2065.33053089063
"FT2472",1066555.83610507,0,2485.51023670222,0,0,0,0,0
"FT2473",571884.134312649,15533.2221626003,90362.3822964964,25131.0981970778,4681.64657970008,51628.076275335,9250.50228745796,30301.5456272068
"FT2474",1516818.58275391,43980.6892665669,85937.5849778659,40487.238000785,16525.5610148429,27101.8944218515,40657.8010509237,36015.8542074983
"FT2475",789401.431394824,90544.4489598712,131737.784812467,61642.2280085914,24341.7401738667,60237.3559887541,37476.9676824479,42266.0289058273
"FT2476",716823.661694893,0,0,0,0,0,0,0
"FT2477",264250.241756415,10344.3034255538,12884.6015129429,16135.0342394441,10857.9122179759,14187.2702205241,2599.2171564149,1955.53898863088
"FT2478",456989.201883373,0,0,0,0,0,0,0
"FT2479",188562.08068278,1188.76885034772,28312.3323662708,4917.48229201208,0,16060.7529872154,0,13361.8934140331
"FT2480",1209503.00012695,32776.2514819441,0,13703.2461458254,0,24752.4939157649,13237.8445375055,31130.564725699
"FT2481",296919.528218276,4168.98363606282,7379.3362679976,2200.36764884098,0,0,0,1522.01360959201
"FT2482",157935.483637784,2346564.28324681,1442082.00514363,1437728.92751085,2418638.99834031,1316531.99544677,2155854.3611735,2159237.27147917
"FT2483",155960.841261441,0,0,0,0,484979.808723493,0,0
"FT2484",593864.31718872,0,0,0,0,324644.046452146,0,0
"FT2485",470490.10098426,14056.6867332662,44894.7170722607,51871.0465871884,49948.9723339546,25892.5161618007,85305.2146520347,48533.2006284105
"FT2486",520748.790803451,9508.6606760695,53148.0573334232,38567.3601227995,24746.6267171783,37221.6227610301,31749.1125348856,56450.6464031091
"FT2487",79361.7124857371,181080.090854389,3002.74406381094,117224.920854562,51110.3366444398,42671.5582285004,69517.7097323914,57987.1341257985
"FT2488",239632.964882812,0,0,0,0,6603.20271962735,0,5748.12521196772
"FT2489",15788.3177278655,1296196.37643648,416620.06672416,660556.326086872,297950.852910575,846940.532345,356955.554544922,341593.780611593
"FT2490",186200.55803833,0,0,0,0,0,0,0
"FT2491",142277.747192378,1255.27401382807,20956.9716635699,6493.28078462003,0,8903.61237170541,4631.97848466539,15955.1088444653
"FT2492",131018.066494584,0,0,0,0,0,0,0
"FT2493",5683.18674618673,612626.870889121,182065.475952982,371516.163347827,167418.123762607,476933.796179477,281018.345342327,178949.490766891
"FT2494",3566769.4280359,60124.5586468359,47765.76375168,31583.2861043951,4689.50724622512,71702.8841191714,50760.4821697895,22057.9102035362
"FT2495",0,269866.235902493,158052.204140138,150185.696257241,56510.4934807507,144560.855021205,55429.4574297441,83692.9030682457
"FT2496",680292.760795821,0,0,0,0,0,2317.68523286878,1702.72722187045
"FT2497",8731.11328734335,224048.489832,46348.9016215992,73958.8078876774,91061.8127016091,54381.4402058706,60306.5425452351,55597.3232482243
"FT2498",417658.773148716,0,0,0,0,9196849.17857148,0,0
"FT2499",1175615.27157134,1271.81254915999,1619.56084354747,1312.24564872874,0,0,0,2065.48451130928
"FT2500",114431.556832033,0,0,0,0,0,0,0
"FT2501",363995.851947022,0,0,0,2526.88199974154,0,0,0
"FT2502",1038815.19531963,154642.274522658,410672.946835945,311637.508619824,131945.719302159,195403.241514405,188902.873589541,237355.451453617
"FT2503",9877199.8121687,11536.0504685327,184972.473049183,66062.1842383442,8620.20419258643,48561.0710502483,197639.255793614,255960.120637679
"FT2504",289193.203051762,0,0,1646.56411620397,0,0,0,0
"FT2505",845670.738221355,0,0,0,6750.66887912156,0,0,0
"FT2506",408648.245027984,6449.34581321019,12556.7125657725,23054.4819849976,1800.99263411908,10684.9815585417,2671.69947879288,5745.58928516405
"FT2507",365126.697860109,0,0,0,0,0,0,0
"FT2508",273668.846562501,51592.1665937803,141906.735292973,127871.364314392,47134.6041584002,74838.5975699104,58443.4389112119,97117.6884381023
"FT2509",3917773.19735585,2202.53900324434,73036.3757891832,0,0,4014.14260357603,68806.0025121932,82021.7122428083
"FT2510",69115.0895035738,1529074.08819532,1036047.69617981,1326909.56690607,2038896.33596557,3792468.69503785,1113523.87484097,1335284.09868282
"FT2511",28337.0597740366,175903.837839845,72994.9935611482,247313.724361693,175807.612650392,176124.910091144,514564.723717912,372570.094923749
"FT2512",0,1951950.04108154,2565.41493824759,6208.21758145866,5294.43861005419,1921716.33679963,6939.09813897454,4681.07757395363
"FT2513",122822.210302736,0,0,0,0,0,0,0
"FT2514",302039.913140569,18424.0444778643,68873.0499846545,44569.6116423468,4318.54371104464,26035.6930426379,67071.533184586,42081.3900484901
"FT2515",738613.526244679,4435.28568894665,22139.7718974332,22339.5458492992,12541.6658494667,24490.3705402108,8808.5257184021,21067.3378914281
"FT2516",819441.106787984,13118.7926280029,13291.6744657266,5738.23193744522,1372.63916490067,7643.91575048961,2048.97753951154,5755.54245918295
"FT2517",34564619.7545615,453859.918518106,2234949.49152918,619882.066256106,165499.017163089,584466.256811708,2417046.4535156,2248102.3810554
"FT2518",8429497.39898443,0,3769.61829226733,4006.85189360079,0,3173.25512143375,0,0
"FT2519",138764.962134302,243597.051472547,675822.864355207,672166.4676793,294257.372474219,1117874.95729763,206459.964357447,164361.778790977
"FT2520",13627.3692353353,374458.489937274,253442.206487086,329598.636991007,409035.909991939,266007.642360816,278848.634778447,327122.112668282
"FT2521",143971.481634023,0,0,3352.93653012013,0,7652.83305805948,6740.34931394702,0
"FT2522",191041.19174957,0,3036.6285842154,3020.29957195376,0,0,0,0
"FT2523",8739120.16105471,90579.970245776,798267.332505236,188748.541941896,63507.0122141344,94891.7041517853,888477.41345928,795918.618998506
"FT2524",13491164.2435997,0,0,0,0,0,0,0
"FT2525",4284422.75367353,1538.0376696709,0,0,0,0,0,0
"FT2526",25221.4294251152,115149.313941754,392352.463226887,373681.151065119,153843.679921986,538576.55821806,89296.8874309822,90389.6958667634
"FT2527",1616.59638593394,696094.006552452,962077.868531912,1217743.46824438,2039367.89321754,877014.888478069,1419674.54273056,1495844.65309635
"FT2528",146434.124853516,5889.4981535342,6605.07883551157,4571.71499954999,4308.55808037197,0,4946.04281630924,0
"FT2529",246630.49143954,17210.4685770428,4694.60880236465,5310.01536901116,0,6635.96593287954,3859.0177471634,0
"FT2530",0,2708.16075017342,11748.5693644401,223281.071808267,480765.80138113,193806.864114584,0,0
"FT2531",210478.821257323,8327.43271901984,89424.8092615829,142854.63493109,518370.596903074,755860.455191739,89492.0343554221,128570.875505999
"FT2532",375180.36384566,0,0,0,0,8864.17721466693,13655.1464316522,10248.98584757
"FT2533",1555268.61698457,0,10574.7999724597,961.036356103234,3338.21223704304,0,7456.9621977689,6991.62542666548
"FT2534",262077.414029949,0,0,0,0,0,0,0
"FT2535",141781.177365502,0,24150.9391033038,60100.7594524761,86837.3769351567,217505.435552135,88531.8098744663,72736.3485445886
"FT2536",49197.9651999085,53335.7380760584,273409.384724119,292640.628863195,316708.335657493,301924.745321378,340166.524218748,284861.959904786
"FT2537",141476.707968749,0,0,0,0,0,323099.082552089,0
"FT2538",3088146.79622866,0,0,0,0,0,0,0
"FT2539",16102369.8468912,480097.818782881,2854239.99200425,714700.933334644,173255.603597898,785421.726678405,2256984.06420741,2321939.42985774
"FT2540",579329.080787526,43438.1666093063,0,0,2290.36393079895,0,1841.43129986394,0
"FT2541",190944.910180665,0,0,1795.99415435751,0,0,0,0
"FT2542",5832272.75409484,130800.571171873,1027881.31829197,241423.212869105,64446.4855035837,277184.674169392,526053.92260238,765434.448276369
"FT2543",1020530.53789902,0,0,1996.99468327469,1633.78075349514,0,0,0
